ROI	Subj1	Subj2	Y	Video	Subj1Group	Subj2Group	GroupStr	VideoType
Default	BSCMR083	BSCMR143	-0.378563	v5000	B	B	B_B	neutral
Visual	BSCMR083	BSCMR143	-0.52447	v5001	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR143	-0.348744	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR143	0.024886	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR143	-0.378871	v5001	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR143	-0.226779	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR143	0.0197334	v5001	B	B	B_B	neutral
Default	BSCMR083	BSCMR143	0.187432	v5001	B	B	B_B	neutral
Visual	BSCMR083	BSCMR143	0.202935	v5002	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR143	-0.19248	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR143	0.53668	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR143	-0.178733	v5002	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR143	0.220026	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR143	0.40114	v5002	B	B	B_B	neutral
Default	BSCMR083	BSCMR143	0.592489	v5002	B	B	B_B	neutral
Visual	BSCMR083	BSCMR143	-0.292963	v5008	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR143	-0.131338	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR143	-0.361451	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR143	0.125572	v5008	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR143	0.14283	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR143	-0.0119768	v5008	B	B	B_B	neutral
Default	BSCMR083	BSCMR143	0.291511	v5008	B	B	B_B	neutral
Visual	BSCMR083	BSCMR144	-0.277583	v1001	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR144	0.0422619	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR144	0.0363789	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR144	-0.0817743	v1001	B	B	B_B	horror
Limbic	BSCMR083	BSCMR144	0.201934	v1001	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR144	0.420425	v1001	B	B	B_B	horror
Default	BSCMR083	BSCMR144	0.139566	v1001	B	B	B_B	horror
Visual	BSCMR083	BSCMR144	-0.0797995	v1002	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR144	-0.251572	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR144	0.126181	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR144	0.626912	v1002	B	B	B_B	horror
Limbic	BSCMR083	BSCMR144	-0.274309	v1002	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR144	0.37706	v1002	B	B	B_B	horror
Default	BSCMR083	BSCMR144	0.358308	v1002	B	B	B_B	horror
Visual	BSCMR083	BSCMR144	-0.164971	v1006	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR144	-0.212804	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR144	0.613053	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR144	-0.144191	v1006	B	B	B_B	horror
Limbic	BSCMR083	BSCMR144	-0.389351	v1006	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR144	-0.27805	v1006	B	B	B_B	horror
Default	BSCMR083	BSCMR144	0.175501	v1006	B	B	B_B	horror
Visual	BSCMR083	BSCMR144	0.359788	v1007	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR144	0.0717231	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR144	0.542876	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR144	0.530623	v1007	B	B	B_B	horror
Limbic	BSCMR083	BSCMR144	0.0246501	v1007	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR144	0.362285	v1007	B	B	B_B	horror
Default	BSCMR083	BSCMR144	0.0164723	v1007	B	B	B_B	horror
Visual	BSCMR083	BSCMR144	0.146932	v2000	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR144	-0.129126	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR144	0.821425	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR144	-0.53834	v2000	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR144	-0.10961	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR144	0.556934	v2000	B	B	B_B	erotic
Default	BSCMR083	BSCMR144	0.0192206	v2000	B	B	B_B	erotic
Visual	BSCMR083	BSCMR144	0.426435	v2002	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR144	-0.180553	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR144	-0.169252	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR144	0.11207	v2002	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR144	0.0958534	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR144	-0.0841173	v2002	B	B	B_B	erotic
Default	BSCMR083	BSCMR144	-0.505035	v2002	B	B	B_B	erotic
Visual	BSCMR083	BSCMR144	0.518409	v2003	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR144	0.159793	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR144	-0.130827	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR144	0.188301	v2003	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR144	-0.445776	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR144	-0.0449446	v2003	B	B	B_B	erotic
Default	BSCMR083	BSCMR144	0.30655	v2003	B	B	B_B	erotic
Visual	BSCMR083	BSCMR144	-0.0355739	v2009	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR144	0.157722	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR144	0.756017	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR144	-0.523499	v2009	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR144	-0.110809	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR144	0.055897	v2009	B	B	B_B	erotic
Default	BSCMR083	BSCMR144	-0.0292159	v2009	B	B	B_B	erotic
Visual	BSCMR083	BSCMR144	-0.570581	v5000	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR144	-0.407528	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR144	-0.526195	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR144	-0.245554	v5000	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR144	-0.0885652	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR144	-0.145346	v5000	B	B	B_B	neutral
Default	BSCMR083	BSCMR144	0.215194	v5000	B	B	B_B	neutral
Visual	BSCMR083	BSCMR144	0.0890065	v5001	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR144	0.173884	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR144	-0.466869	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR144	0.41461	v5001	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR144	0.429632	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR144	-0.499224	v5001	B	B	B_B	neutral
Default	BSCMR083	BSCMR144	0.064529	v5001	B	B	B_B	neutral
Visual	BSCMR083	BSCMR144	0.522389	v5002	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR144	0.0700206	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR144	0.460017	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR144	-0.355294	v5002	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR144	0.00240077	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR144	-0.0171353	v5002	B	B	B_B	neutral
Default	BSCMR083	BSCMR144	0.0159673	v5002	B	B	B_B	neutral
Visual	BSCMR083	BSCMR144	0.23529	v5008	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR144	-0.197479	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR144	0.198093	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR144	-0.513587	v5008	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR144	-0.227715	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR144	-0.656526	v5008	B	B	B_B	neutral
Default	BSCMR083	BSCMR144	-0.481523	v5008	B	B	B_B	neutral
Visual	BSCMR083	BSCMR145	0.572608	v1001	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR145	0.189689	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR145	-0.110814	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR145	0.365323	v1001	B	B	B_B	horror
Limbic	BSCMR083	BSCMR145	0.193828	v1001	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR145	0.0932163	v1001	B	B	B_B	horror
Default	BSCMR083	BSCMR145	0.177248	v1001	B	B	B_B	horror
Visual	BSCMR083	BSCMR145	0.449502	v1002	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR145	0.344272	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR145	0.345316	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR145	0.427788	v1002	B	B	B_B	horror
Limbic	BSCMR083	BSCMR145	0.470909	v1002	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR145	-0.234966	v1002	B	B	B_B	horror
Default	BSCMR083	BSCMR145	0.429141	v1002	B	B	B_B	horror
Visual	BSCMR083	BSCMR145	0.605043	v1006	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR145	-0.491519	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR145	0.0673482	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR145	0.0449984	v1006	B	B	B_B	horror
Limbic	BSCMR083	BSCMR145	-0.321931	v1006	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR145	0.40095	v1006	B	B	B_B	horror
Default	BSCMR083	BSCMR145	-0.031972	v1006	B	B	B_B	horror
Visual	BSCMR083	BSCMR145	0.382162	v1007	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR145	0.338895	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR145	0.0577781	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR145	0.613268	v1007	B	B	B_B	horror
Limbic	BSCMR083	BSCMR145	0.0100513	v1007	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR145	0.102485	v1007	B	B	B_B	horror
Default	BSCMR083	BSCMR145	-0.399103	v1007	B	B	B_B	horror
Visual	BSCMR083	BSCMR145	-0.421025	v2000	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR145	0.346444	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR145	0.187266	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR145	0.323763	v2000	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR145	0.687455	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR145	-0.0814317	v2000	B	B	B_B	erotic
Default	BSCMR083	BSCMR145	-0.0197491	v2000	B	B	B_B	erotic
Visual	BSCMR083	BSCMR145	0.234153	v2002	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR145	-0.428094	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR145	0.222144	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR145	0.448754	v2002	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR145	0.151645	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR145	0.230934	v2002	B	B	B_B	erotic
Default	BSCMR083	BSCMR145	0.31529	v2002	B	B	B_B	erotic
Visual	BSCMR083	BSCMR145	0.255103	v2003	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR145	0.207195	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR145	0.37864	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR145	-0.458308	v2003	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR145	-0.0114717	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR145	0.185193	v2003	B	B	B_B	erotic
Default	BSCMR083	BSCMR145	0.375232	v2003	B	B	B_B	erotic
Visual	BSCMR083	BSCMR145	0.175627	v2009	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR145	0.0198281	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR145	0.707703	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR145	0.318094	v2009	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR145	0.347657	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR145	0.479151	v2009	B	B	B_B	erotic
Default	BSCMR083	BSCMR145	-0.404734	v2009	B	B	B_B	erotic
Visual	BSCMR083	BSCMR145	0.717591	v5000	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR145	0.520481	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR145	0.413979	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR145	-0.188368	v5000	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR145	-0.468437	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR145	-0.443194	v5000	B	B	B_B	neutral
Default	BSCMR083	BSCMR145	0.0778854	v5000	B	B	B_B	neutral
Visual	BSCMR083	BSCMR145	0.0659627	v5001	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR145	0.00359782	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR145	-0.155618	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR145	0.25431	v5001	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR145	-0.131186	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR145	-0.073011	v5001	B	B	B_B	neutral
Default	BSCMR083	BSCMR145	-0.523617	v5001	B	B	B_B	neutral
Visual	BSCMR083	BSCMR145	0.403471	v5002	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR145	0.0474787	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR145	0.5183	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR145	-0.00742673	v5002	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR145	-0.323661	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR145	-0.279669	v5002	B	B	B_B	neutral
Default	BSCMR083	BSCMR145	0.0165112	v5002	B	B	B_B	neutral
Visual	BSCMR083	BSCMR145	0.0580111	v5008	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR145	0.129267	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR145	0.0295501	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR145	-0.0550699	v5008	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR145	0.143767	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR145	-0.32742	v5008	B	B	B_B	neutral
Default	BSCMR083	BSCMR145	-0.173813	v5008	B	B	B_B	neutral
Visual	BSCMR083	BSCMR146	0.542318	v1001	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR146	-0.122755	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR146	0.00363633	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR146	-0.235846	v1001	B	B	B_B	horror
Limbic	BSCMR083	BSCMR146	-0.360313	v1001	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR146	0.187956	v1001	B	B	B_B	horror
Default	BSCMR083	BSCMR146	-0.130006	v1001	B	B	B_B	horror
Visual	BSCMR083	BSCMR146	0.356776	v1002	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR146	-0.318284	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR146	-0.215258	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR146	0.398991	v1002	B	B	B_B	horror
Limbic	BSCMR083	BSCMR146	-0.369675	v1002	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR146	0.0151979	v1002	B	B	B_B	horror
Default	BSCMR083	BSCMR146	0.0158619	v1002	B	B	B_B	horror
Visual	BSCMR083	BSCMR146	0.114979	v1006	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR146	0.126322	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR146	0.146478	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR146	-0.464182	v1006	B	B	B_B	horror
Limbic	BSCMR083	BSCMR146	-0.059841	v1006	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR146	-0.223112	v1006	B	B	B_B	horror
Default	BSCMR083	BSCMR146	0.0151005	v1006	B	B	B_B	horror
Visual	BSCMR083	BSCMR146	0.13614	v1007	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR146	0.380578	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR146	0.353176	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR146	0.563393	v1007	B	B	B_B	horror
Limbic	BSCMR083	BSCMR146	0.667529	v1007	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR146	0.696171	v1007	B	B	B_B	horror
Default	BSCMR083	BSCMR146	0.871977	v1007	B	B	B_B	horror
Visual	BSCMR083	BSCMR146	0.33097	v2000	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR146	0.231217	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR146	0.220001	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR146	-0.051761	v2000	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR146	-0.244864	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR146	-0.295429	v2000	B	B	B_B	erotic
Default	BSCMR083	BSCMR146	0.10604	v2000	B	B	B_B	erotic
Visual	BSCMR083	BSCMR146	0.30022	v2002	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR146	-0.0929052	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR146	0.403041	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR146	-0.244649	v2002	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR146	-0.224376	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR146	0.441944	v2002	B	B	B_B	erotic
Default	BSCMR083	BSCMR146	-0.123451	v2002	B	B	B_B	erotic
Visual	BSCMR083	BSCMR146	0.659447	v2003	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR146	0.402581	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR146	0.498795	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR146	0.494315	v2003	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR146	0.144802	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR146	0.593514	v2003	B	B	B_B	erotic
Default	BSCMR083	BSCMR146	-0.284106	v2003	B	B	B_B	erotic
Visual	BSCMR083	BSCMR146	-0.0406107	v2009	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR146	-0.256521	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR146	0.336479	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR146	-0.248571	v2009	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR146	0.28838	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR146	0.310019	v2009	B	B	B_B	erotic
Default	BSCMR083	BSCMR146	-0.095343	v2009	B	B	B_B	erotic
Visual	BSCMR083	BSCMR146	0.630767	v5000	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR146	-0.122627	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR146	0.008879	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR146	-0.696069	v5000	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR146	-0.325053	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR146	-0.349013	v5000	B	B	B_B	neutral
Default	BSCMR083	BSCMR146	0.16643	v5000	B	B	B_B	neutral
Visual	BSCMR083	BSCMR146	-0.424448	v5001	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR146	0.0705354	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR146	-0.461449	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR146	-0.164949	v5001	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR146	-0.166545	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR146	-0.0698644	v5001	B	B	B_B	neutral
Default	BSCMR083	BSCMR146	-0.321317	v5001	B	B	B_B	neutral
Visual	BSCMR083	BSCMR146	-0.120389	v5002	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR146	0.281734	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR146	0.398794	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR146	0.200128	v5002	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR146	-0.314734	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR146	0.278674	v5002	B	B	B_B	neutral
Default	BSCMR083	BSCMR146	-0.145319	v5002	B	B	B_B	neutral
Visual	BSCMR083	BSCMR146	0.0524035	v5008	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR146	-0.287051	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR146	-0.372348	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR146	-0.511376	v5008	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR146	-0.177394	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR146	-0.325672	v5008	B	B	B_B	neutral
Default	BSCMR083	BSCMR146	0.0958172	v5008	B	B	B_B	neutral
Visual	BSCMR083	BSCMR148	0.562102	v1001	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR148	0.0938865	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR148	0.178297	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR148	-0.24536	v1001	B	B	B_B	horror
Limbic	BSCMR083	BSCMR148	0.529076	v1001	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR148	-0.158789	v1001	B	B	B_B	horror
Default	BSCMR083	BSCMR148	0.383639	v1001	B	B	B_B	horror
Visual	BSCMR083	BSCMR148	-0.0512075	v1002	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR148	-0.0451608	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR148	0.398297	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR148	-0.274579	v1002	B	B	B_B	horror
Limbic	BSCMR083	BSCMR148	-0.262065	v1002	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR148	0.120568	v1002	B	B	B_B	horror
Default	BSCMR083	BSCMR148	0.14242	v1002	B	B	B_B	horror
Visual	BSCMR083	BSCMR148	0.0915022	v1006	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR148	0.367641	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR148	0.0050346	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR148	0.220168	v1006	B	B	B_B	horror
Limbic	BSCMR083	BSCMR148	-0.59174	v1006	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR148	-0.420836	v1006	B	B	B_B	horror
Default	BSCMR083	BSCMR148	-0.389935	v1006	B	B	B_B	horror
Visual	BSCMR083	BSCMR148	0.245472	v1007	B	B	B_B	horror
Somatomotor	BSCMR083	BSCMR148	0.176392	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR083	BSCMR148	0.57261	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR083	BSCMR148	0.178912	v1007	B	B	B_B	horror
Limbic	BSCMR083	BSCMR148	-0.212719	v1007	B	B	B_B	horror
Frontoparietal	BSCMR083	BSCMR148	-0.144143	v1007	B	B	B_B	horror
Default	BSCMR083	BSCMR148	-0.0194175	v1007	B	B	B_B	horror
Visual	BSCMR083	BSCMR148	-0.614563	v2000	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR148	-0.236752	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR148	0.155007	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR148	-0.602647	v2000	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR148	0.37331	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR148	-0.30062	v2000	B	B	B_B	erotic
Default	BSCMR083	BSCMR148	-0.100952	v2000	B	B	B_B	erotic
Visual	BSCMR083	BSCMR148	0.120049	v2002	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR148	0.0288184	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR148	-0.318085	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR148	-0.495384	v2002	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR148	-0.53048	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR148	-0.509254	v2002	B	B	B_B	erotic
Default	BSCMR083	BSCMR148	-0.389142	v2002	B	B	B_B	erotic
Visual	BSCMR083	BSCMR148	-0.209036	v2003	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR148	0.541119	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR148	-0.0586649	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR148	0.209132	v2003	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR148	-0.431372	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR148	0.431964	v2003	B	B	B_B	erotic
Default	BSCMR083	BSCMR148	0.67013	v2003	B	B	B_B	erotic
Visual	BSCMR083	BSCMR148	-0.0704603	v2009	B	B	B_B	erotic
Somatomotor	BSCMR083	BSCMR148	0.364192	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR083	BSCMR148	-0.358749	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR083	BSCMR148	0.0662312	v2009	B	B	B_B	erotic
Limbic	BSCMR083	BSCMR148	0.021316	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR083	BSCMR148	0.00656638	v2009	B	B	B_B	erotic
Default	BSCMR083	BSCMR148	0.308968	v2009	B	B	B_B	erotic
Visual	BSCMR083	BSCMR148	0.179875	v5000	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR148	0.273084	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR148	0.326059	v5000	B	B	B_B	neutral
