ROI	Subj1	Subj2	Y	Video	Subj1Group	Subj2Group	GroupStr	VideoType
Ventral_Attention	BSCMR083	BSCMR148	0.4429	v5000	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR148	0.636254	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR148	-0.121079	v5000	B	B	B_B	neutral
Default	BSCMR083	BSCMR148	-0.281481	v5000	B	B	B_B	neutral
Visual	BSCMR083	BSCMR148	-0.0972905	v5001	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR148	-0.000419414	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR148	-0.135455	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR148	-0.509973	v5001	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR148	0.4887	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR148	-0.627279	v5001	B	B	B_B	neutral
Default	BSCMR083	BSCMR148	-0.0606133	v5001	B	B	B_B	neutral
Visual	BSCMR083	BSCMR148	0.0861253	v5002	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR148	-0.0173605	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR148	0.327706	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR148	0.370516	v5002	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR148	0.10333	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR148	-0.377306	v5002	B	B	B_B	neutral
Default	BSCMR083	BSCMR148	0.163297	v5002	B	B	B_B	neutral
Visual	BSCMR083	BSCMR148	-0.148583	v5008	B	B	B_B	neutral
Somatomotor	BSCMR083	BSCMR148	0.229783	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR083	BSCMR148	0.510457	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR083	BSCMR148	-0.23502	v5008	B	B	B_B	neutral
Limbic	BSCMR083	BSCMR148	-0.100775	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR083	BSCMR148	0.00093559	v5008	B	B	B_B	neutral
Default	BSCMR083	BSCMR148	-0.095008	v5008	B	B	B_B	neutral
Visual	BSCMR085	BSCMR086	0.0478239	v1001	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR086	0.37858	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR086	0.412942	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR086	0.27947	v1001	B	B	B_B	horror
Limbic	BSCMR085	BSCMR086	0.239923	v1001	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR086	-0.180272	v1001	B	B	B_B	horror
Default	BSCMR085	BSCMR086	-0.149437	v1001	B	B	B_B	horror
Visual	BSCMR085	BSCMR086	-0.275888	v1002	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR086	0.0036911	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR086	-0.212653	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR086	0.556472	v1002	B	B	B_B	horror
Limbic	BSCMR085	BSCMR086	-0.138389	v1002	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR086	-0.186381	v1002	B	B	B_B	horror
Default	BSCMR085	BSCMR086	-0.00448676	v1002	B	B	B_B	horror
Visual	BSCMR085	BSCMR086	-0.370002	v1006	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR086	-0.704686	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR086	-0.43786	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR086	-0.572791	v1006	B	B	B_B	horror
Limbic	BSCMR085	BSCMR086	0.117805	v1006	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR086	0.11534	v1006	B	B	B_B	horror
Default	BSCMR085	BSCMR086	0.0892764	v1006	B	B	B_B	horror
Visual	BSCMR085	BSCMR086	-0.380387	v1007	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR086	0.235959	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR086	-0.544465	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR086	0.2406	v1007	B	B	B_B	horror
Limbic	BSCMR085	BSCMR086	-0.212088	v1007	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR086	-0.59233	v1007	B	B	B_B	horror
Default	BSCMR085	BSCMR086	0.219664	v1007	B	B	B_B	horror
Visual	BSCMR085	BSCMR086	-0.172053	v2000	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR086	-0.278916	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR086	-0.325497	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR086	-0.524764	v2000	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR086	0.186668	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR086	-0.234301	v2000	B	B	B_B	erotic
Default	BSCMR085	BSCMR086	-0.335769	v2000	B	B	B_B	erotic
Visual	BSCMR085	BSCMR086	-0.0929254	v2002	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR086	0.218155	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR086	0.00118842	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR086	-0.0707709	v2002	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR086	0.0880762	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR086	-0.423605	v2002	B	B	B_B	erotic
Default	BSCMR085	BSCMR086	-0.301537	v2002	B	B	B_B	erotic
Visual	BSCMR085	BSCMR086	0.415183	v2003	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR086	-0.100333	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR086	0.299194	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR086	0.0121782	v2003	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR086	0.07688	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR086	-0.0301372	v2003	B	B	B_B	erotic
Default	BSCMR085	BSCMR086	-0.237135	v2003	B	B	B_B	erotic
Visual	BSCMR085	BSCMR086	0.481188	v2009	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR086	0.0120456	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR086	-0.176144	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR086	-0.389427	v2009	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR086	0.0938354	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR086	-0.101072	v2009	B	B	B_B	erotic
Default	BSCMR085	BSCMR086	0.244453	v2009	B	B	B_B	erotic
Visual	BSCMR085	BSCMR086	-0.1805	v5000	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR086	-0.342562	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR086	-0.0534485	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR086	0.38731	v5000	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR086	-0.145518	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR086	-0.0292244	v5000	B	B	B_B	neutral
Default	BSCMR085	BSCMR086	0.565596	v5000	B	B	B_B	neutral
Visual	BSCMR085	BSCMR086	-0.459311	v5001	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR086	-0.060014	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR086	-0.178501	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR086	0.344088	v5001	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR086	-0.0499271	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR086	-0.463452	v5001	B	B	B_B	neutral
Default	BSCMR085	BSCMR086	-0.581031	v5001	B	B	B_B	neutral
Visual	BSCMR085	BSCMR086	0.163468	v5002	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR086	-0.607936	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR086	0.395898	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR086	0.428014	v5002	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR086	0.198239	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR086	0.577283	v5002	B	B	B_B	neutral
Default	BSCMR085	BSCMR086	0.28636	v5002	B	B	B_B	neutral
Visual	BSCMR085	BSCMR086	-0.0663385	v5008	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR086	0.00516472	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR086	0.0124871	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR086	0.472992	v5008	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR086	0.122332	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR086	0.394658	v5008	B	B	B_B	neutral
Default	BSCMR085	BSCMR086	-0.376105	v5008	B	B	B_B	neutral
Visual	BSCMR085	BSCMR122	-0.200964	v1001	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR122	0.209869	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR122	-0.153603	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR122	0.410375	v1001	B	B	B_B	horror
Limbic	BSCMR085	BSCMR122	0.28911	v1001	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR122	0.00978357	v1001	B	B	B_B	horror
Default	BSCMR085	BSCMR122	0.136991	v1001	B	B	B_B	horror
Visual	BSCMR085	BSCMR122	-0.48626	v1002	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR122	-0.39152	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR122	0.305004	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR122	-0.0202817	v1002	B	B	B_B	horror
Limbic	BSCMR085	BSCMR122	-0.245997	v1002	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR122	0.301491	v1002	B	B	B_B	horror
Default	BSCMR085	BSCMR122	0.116028	v1002	B	B	B_B	horror
Visual	BSCMR085	BSCMR122	-0.119094	v1006	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR122	0.476736	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR122	-0.300519	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR122	0.145263	v1006	B	B	B_B	horror
Limbic	BSCMR085	BSCMR122	0.0787596	v1006	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR122	0.410181	v1006	B	B	B_B	horror
Default	BSCMR085	BSCMR122	0.265995	v1006	B	B	B_B	horror
Visual	BSCMR085	BSCMR122	-0.21438	v1007	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR122	-0.0168022	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR122	-0.133918	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR122	-0.487281	v1007	B	B	B_B	horror
Limbic	BSCMR085	BSCMR122	-0.380944	v1007	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR122	-0.265857	v1007	B	B	B_B	horror
Default	BSCMR085	BSCMR122	0.240587	v1007	B	B	B_B	horror
Visual	BSCMR085	BSCMR122	0.386834	v2000	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR122	0.12295	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR122	0.256786	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR122	0.245292	v2000	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR122	0.0238625	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR122	-0.0337273	v2000	B	B	B_B	erotic
Default	BSCMR085	BSCMR122	0.0345381	v2000	B	B	B_B	erotic
Visual	BSCMR085	BSCMR122	0.387363	v2002	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR122	0.00135268	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR122	0.553201	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR122	0.14953	v2002	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR122	-0.293882	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR122	0.28198	v2002	B	B	B_B	erotic
Default	BSCMR085	BSCMR122	-0.178133	v2002	B	B	B_B	erotic
Visual	BSCMR085	BSCMR122	-0.344934	v2003	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR122	-0.545504	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR122	-0.0180694	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR122	-0.035424	v2003	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR122	0.0694645	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR122	-0.0916154	v2003	B	B	B_B	erotic
Default	BSCMR085	BSCMR122	-0.804252	v2003	B	B	B_B	erotic
Visual	BSCMR085	BSCMR122	0.429157	v2009	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR122	-0.131324	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR122	0.179052	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR122	-0.429487	v2009	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR122	-0.27867	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR122	-0.0771407	v2009	B	B	B_B	erotic
Default	BSCMR085	BSCMR122	-0.0693045	v2009	B	B	B_B	erotic
Visual	BSCMR085	BSCMR122	0.169626	v5000	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR122	-0.196002	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR122	0.386081	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR122	-0.0347481	v5000	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR122	0.496132	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR122	-0.0233593	v5000	B	B	B_B	neutral
Default	BSCMR085	BSCMR122	0.113392	v5000	B	B	B_B	neutral
Visual	BSCMR085	BSCMR122	-0.106856	v5001	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR122	0.297631	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR122	-0.271342	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR122	0.302823	v5001	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR122	-0.23404	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR122	-0.850812	v5001	B	B	B_B	neutral
Default	BSCMR085	BSCMR122	-0.350808	v5001	B	B	B_B	neutral
Visual	BSCMR085	BSCMR122	-0.75704	v5002	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR122	0.0994694	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR122	-0.681713	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR122	-0.0110015	v5002	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR122	0.10556	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR122	-0.314782	v5002	B	B	B_B	neutral
Default	BSCMR085	BSCMR122	0.322008	v5002	B	B	B_B	neutral
Visual	BSCMR085	BSCMR122	-0.144486	v5008	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR122	-0.467175	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR122	-0.374158	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR122	-0.412776	v5008	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR122	-0.161708	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR122	-0.258206	v5008	B	B	B_B	neutral
Default	BSCMR085	BSCMR122	-0.52	v5008	B	B	B_B	neutral
Visual	BSCMR085	BSCMR125	-0.273394	v1001	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR125	-0.439921	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR125	0.454924	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR125	0.0307435	v1001	B	B	B_B	horror
Limbic	BSCMR085	BSCMR125	0.390241	v1001	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR125	0.423094	v1001	B	B	B_B	horror
Default	BSCMR085	BSCMR125	0.171677	v1001	B	B	B_B	horror
Visual	BSCMR085	BSCMR125	-0.476944	v1002	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR125	0.407972	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR125	-0.343024	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR125	-0.00625996	v1002	B	B	B_B	horror
Limbic	BSCMR085	BSCMR125	0.0109919	v1002	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR125	0.354109	v1002	B	B	B_B	horror
Default	BSCMR085	BSCMR125	0.372831	v1002	B	B	B_B	horror
Visual	BSCMR085	BSCMR125	0.380034	v1006	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR125	0.324795	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR125	0.160503	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR125	-0.0386144	v1006	B	B	B_B	horror
Limbic	BSCMR085	BSCMR125	0.138109	v1006	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR125	0.150913	v1006	B	B	B_B	horror
Default	BSCMR085	BSCMR125	0.0172346	v1006	B	B	B_B	horror
Visual	BSCMR085	BSCMR125	0.0659639	v1007	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR125	0.0879394	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR125	-0.203524	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR125	0.594194	v1007	B	B	B_B	horror
Limbic	BSCMR085	BSCMR125	0.337897	v1007	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR125	-0.0667724	v1007	B	B	B_B	horror
Default	BSCMR085	BSCMR125	0.303233	v1007	B	B	B_B	horror
Visual	BSCMR085	BSCMR125	0.256472	v2000	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR125	0.4026	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR125	0.416255	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR125	0.415436	v2000	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR125	0.0449161	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR125	-0.259175	v2000	B	B	B_B	erotic
Default	BSCMR085	BSCMR125	-0.319992	v2000	B	B	B_B	erotic
Visual	BSCMR085	BSCMR125	-0.692096	v2002	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR125	0.162723	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR125	-0.243575	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR125	0.0746948	v2002	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR125	-0.166574	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR125	0.535768	v2002	B	B	B_B	erotic
Default	BSCMR085	BSCMR125	-0.191673	v2002	B	B	B_B	erotic
Visual	BSCMR085	BSCMR125	-0.33323	v2003	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR125	-0.415902	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR125	0.3896	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR125	-0.136681	v2003	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR125	-0.033715	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR125	-0.338557	v2003	B	B	B_B	erotic
Default	BSCMR085	BSCMR125	-0.244236	v2003	B	B	B_B	erotic
Visual	BSCMR085	BSCMR125	0.674764	v2009	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR125	0.0475296	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR125	-0.0918636	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR125	-0.426724	v2009	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR125	-0.252235	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR125	-0.348593	v2009	B	B	B_B	erotic
Default	BSCMR085	BSCMR125	0.242492	v2009	B	B	B_B	erotic
Visual	BSCMR085	BSCMR125	0.223959	v5000	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR125	0.461303	v5000	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR125	-0.247149	v5000	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR125	0.203398	v5000	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR125	-0.269418	v5000	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR125	0.619948	v5000	B	B	B_B	neutral
Default	BSCMR085	BSCMR125	0.192158	v5000	B	B	B_B	neutral
Visual	BSCMR085	BSCMR125	-0.22156	v5001	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR125	0.155327	v5001	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR125	-0.0962999	v5001	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR125	0.159542	v5001	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR125	-0.212683	v5001	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR125	0.583236	v5001	B	B	B_B	neutral
Default	BSCMR085	BSCMR125	-0.395346	v5001	B	B	B_B	neutral
Visual	BSCMR085	BSCMR125	0.244785	v5002	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR125	-0.159442	v5002	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR125	0.175472	v5002	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR125	-0.31619	v5002	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR125	0.728392	v5002	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR125	-0.194747	v5002	B	B	B_B	neutral
Default	BSCMR085	BSCMR125	0.00320117	v5002	B	B	B_B	neutral
Visual	BSCMR085	BSCMR125	-0.256666	v5008	B	B	B_B	neutral
Somatomotor	BSCMR085	BSCMR125	0.451323	v5008	B	B	B_B	neutral
Dorsal_Attention	BSCMR085	BSCMR125	-0.478783	v5008	B	B	B_B	neutral
Ventral_Attention	BSCMR085	BSCMR125	0.208355	v5008	B	B	B_B	neutral
Limbic	BSCMR085	BSCMR125	-0.209006	v5008	B	B	B_B	neutral
Frontoparietal	BSCMR085	BSCMR125	0.412269	v5008	B	B	B_B	neutral
Default	BSCMR085	BSCMR125	-0.157133	v5008	B	B	B_B	neutral
Visual	BSCMR085	BSCMR126	0.00948582	v1001	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR126	0.0239684	v1001	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR126	0.514594	v1001	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR126	0.137605	v1001	B	B	B_B	horror
Limbic	BSCMR085	BSCMR126	-0.0445257	v1001	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR126	-0.175767	v1001	B	B	B_B	horror
Default	BSCMR085	BSCMR126	-0.727645	v1001	B	B	B_B	horror
Visual	BSCMR085	BSCMR126	0.543758	v1002	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR126	-0.0937519	v1002	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR126	0.207125	v1002	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR126	0.245977	v1002	B	B	B_B	horror
Limbic	BSCMR085	BSCMR126	-0.00114224	v1002	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR126	0.165119	v1002	B	B	B_B	horror
Default	BSCMR085	BSCMR126	0.119252	v1002	B	B	B_B	horror
Visual	BSCMR085	BSCMR126	-0.144593	v1006	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR126	-0.0797287	v1006	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR126	-0.231521	v1006	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR126	-0.0331883	v1006	B	B	B_B	horror
Limbic	BSCMR085	BSCMR126	-0.000837218	v1006	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR126	0.332747	v1006	B	B	B_B	horror
Default	BSCMR085	BSCMR126	0.237149	v1006	B	B	B_B	horror
Visual	BSCMR085	BSCMR126	0.380925	v1007	B	B	B_B	horror
Somatomotor	BSCMR085	BSCMR126	0.269168	v1007	B	B	B_B	horror
Dorsal_Attention	BSCMR085	BSCMR126	0.062012	v1007	B	B	B_B	horror
Ventral_Attention	BSCMR085	BSCMR126	0.22116	v1007	B	B	B_B	horror
Limbic	BSCMR085	BSCMR126	-0.308067	v1007	B	B	B_B	horror
Frontoparietal	BSCMR085	BSCMR126	-0.618437	v1007	B	B	B_B	horror
Default	BSCMR085	BSCMR126	-0.490029	v1007	B	B	B_B	horror
Visual	BSCMR085	BSCMR126	0.112086	v2000	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR126	-0.285816	v2000	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR126	0.222471	v2000	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR126	-0.219049	v2000	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR126	0.210492	v2000	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR126	0.203234	v2000	B	B	B_B	erotic
Default	BSCMR085	BSCMR126	-0.446851	v2000	B	B	B_B	erotic
Visual	BSCMR085	BSCMR126	-0.097343	v2002	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR126	0.36579	v2002	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR126	0.168963	v2002	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR126	0.756202	v2002	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR126	0.107585	v2002	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR126	0.290086	v2002	B	B	B_B	erotic
Default	BSCMR085	BSCMR126	0.103507	v2002	B	B	B_B	erotic
Visual	BSCMR085	BSCMR126	0.181002	v2003	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR126	0.774097	v2003	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR126	-0.175577	v2003	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR126	0.736253	v2003	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR126	-0.373641	v2003	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR126	0.493875	v2003	B	B	B_B	erotic
Default	BSCMR085	BSCMR126	0.130403	v2003	B	B	B_B	erotic
Visual	BSCMR085	BSCMR126	0.417859	v2009	B	B	B_B	erotic
Somatomotor	BSCMR085	BSCMR126	-0.147044	v2009	B	B	B_B	erotic
Dorsal_Attention	BSCMR085	BSCMR126	0.305889	v2009	B	B	B_B	erotic
Ventral_Attention	BSCMR085	BSCMR126	-0.214409	v2009	B	B	B_B	erotic
Limbic	BSCMR085	BSCMR126	-0.379419	v2009	B	B	B_B	erotic
Frontoparietal	BSCMR085	BSCMR126	-0.112278	v2009	B	B	B_B	erotic
